_id,city1,city2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
20359,alice springs,darwin,Sep-17,10958,167,57.5,1305,14300190,24877215,19063,2017,9
20360,alice springs,darwin,Oct-17,10902,167,56.9,1305,14227110,25016850,19170,2017,10
20361,alice springs,darwin,Nov-17,10204,157,57.9,1305,13316220,22990185,17617,2017,11
20362,alice springs,darwin,Dec-17,7480,134,50.8,1305,9761400,19204380,14716,2017,12
20363,alice springs,darwin,Jan-18,5231,117,41.2,1305,6826455,16573500,12700,2018,1
20364,alice springs,darwin,Feb-18,6395,126,46.0,1305,8345475,18123840,13888,2018,2
20365,alice springs,darwin,Mar-18,8303,148,50.3,1305,10835415,21525975,16495,2018,3
20366,alice springs,darwin,Apr-18,8345,168,43.1,1305,10890225,25238700,19340,2018,4
20367,alice springs,darwin,May-18,10424,179,50.7,1305,13603320,26804700,20540,2018,5
20368,alice springs,darwin,Jun-18,10059,173,51.2,1305,13126995,25638030,19646,2018,6
20369,alice springs,darwin,Jul-18,12300,175,61.2,1305,16051500,26218755,20091,2018,7
20370,alice springs,darwin,Aug-18,12549,180,61.3,1305,16376445,26726400,20480,2018,8
20371,alice springs,darwin,Sep-18,10342,169,54.3,1305,13496310,24838065,19033,2018,9
20372,alice springs,darwin,Oct-18,10044,166,50.9,1305,13107420,25737210,19722,2018,10
20373,alice springs,darwin,Nov-18,9198,149,52.4,1305,12003390,22907970,17554,2018,11
20374,alice springs,darwin,Dec-18,6517,115,46.9,1305,8504685,18130365,13893,2018,12
20375,alice springs,darwin,Jan-19,5091,99,44.5,1305,6643755,14933115,11443,2019,1
20376,alice springs,darwin,Feb-19,7075,116,50.3,1305,9232875,18362655,14071,2019,2
20377,alice springs,darwin,Mar-19,8561,137,48.2,1305,11172105,23189850,17770,2019,3
20378,alice springs,darwin,Apr-19,8502,152,32.9,1305,11095110,33702930,25826,2019,4
20379,alice springs,darwin,May-19,9515,163,35.1,1305,12417075,35370720,27104,2019,5
20380,alice springs,darwin,Jun-19,10256,156,39.6,1305,13384080,33796890,25898,2019,6
20381,alice springs,darwin,Jul-19,13110,164,47.9,1305,17108550,35695665,27353,2019,7
20382,alice springs,darwin,Aug-19,12610,161,47.6,1305,16456050,34595550,26510,2019,8
20383,alice springs,darwin,Sep-19,9906,162,37.1,1305,12927330,34848720,26704,2019,9
20384,alice springs,darwin,Oct-19,10706,168,41.0,1305,13971330,34116615,26143,2019,10
20385,alice springs,darwin,Nov-19,8494,137,62.7,1305,11084670,17672310,13542,2019,11
20386,alice springs,darwin,Dec-19,5874,103,59.6,1305,7665570,12864690,9858,2019,12
20387,alice springs,darwin,Jan-20,4726,88,55.5,1305,6167430,11121210,8522,2020,1
20388,alice springs,darwin,Feb-20,0,0,0.0,1305,0,0,0,2020,2
20389,alice springs,darwin,Mar-20,0,0,0.0,1305,0,0,0,2020,3
20390,alice springs,darwin,Apr-20,0,0,0.0,1305,0,0,0,2020,4
20391,alice springs,darwin,May-20,0,0,0.0,1305,0,0,0,2020,5
20392,alice springs,darwin,Jun-20,0,0,0.0,1305,0,0,0,2020,6
20393,alice springs,darwin,Jul-20,0,0,0.0,1305,0,0,0,2020,7
20394,alice springs,darwin,Aug-20,0,0,0.0,1305,0,0,0,2020,8
20395,alice springs,darwin,Sep-20,0,0,0.0,1305,0,0,0,2020,9
20396,alice springs,darwin,Oct-20,0,0,0.0,1305,0,0,0,2020,10
20397,alice springs,darwin,Nov-20,0,0,0.0,1305,0,0,0,2020,11
20398,alice springs,darwin,Dec-20,0,0,0.0,1305,0,0,0,2020,12
20399,alice springs,darwin,Jan-21,0,0,0.0,1305,0,0,0,2021,1
20400,alice springs,darwin,Feb-21,0,0,0.0,1305,0,0,0,2021,2
20401,alice springs,darwin,Mar-21,0,0,0.0,1305,0,0,0,2021,3
20402,alice springs,darwin,Apr-21,0,0,0.0,1305,0,0,0,2021,4
20403,alice springs,darwin,May-21,0,0,0.0,1305,0,0,0,2021,5
20404,alice springs,darwin,Jun-21,0,0,0.0,1305,0,0,0,2021,6
20405,alice springs,darwin,Jul-21,0,0,0.0,1305,0,0,0,2021,7
20406,alice springs,darwin,Aug-21,0,0,0.0,1305,0,0,0,2021,8
20407,alice springs,darwin,Sep-21,0,0,0.0,1305,0,0,0,2021,9
20408,alice springs,darwin,Oct-21,0,0,0.0,1305,0,0,0,2021,10
20409,alice springs,darwin,Nov-21,0,0,0.0,1305,0,0,0,2021,11
20410,alice springs,darwin,Dec-21,0,0,0.0,1305,0,0,0,2021,12
20411,alice springs,darwin,Jan-22,0,0,0.0,1305,0,0,0,2022,1
20412,alice springs,darwin,Feb-22,0,0,0.0,1305,0,0,0,2022,2
20413,alice springs,darwin,Mar-22,0,0,0.0,1305,0,0,0,2022,3
20414,alice springs,darwin,Apr-22,0,0,0.0,1305,0,0,0,2022,4
20415,alice springs,darwin,May-22,0,0,0.0,1305,0,0,0,2022,5
20416,alice springs,darwin,Jun-22,0,0,0.0,1305,0,0,0,2022,6
20417,alice springs,darwin,Jul-22,0,0,0.0,1305,0,0,0,2022,7
20418,alice springs,darwin,Aug-22,0,0,0.0,1305,0,0,0,2022,8
20419,alice springs,darwin,Sep-22,0,0,0.0,1305,0,0,0,2022,9
20420,alice springs,darwin,Oct-22,0,0,0.0,1305,0,0,0,2022,10
20421,alice springs,darwin,Nov-22,0,0,0.0,1305,0,0,0,2022,11
20422,alice springs,darwin,Dec-22,0,0,0.0,1305,0,0,0,2022,12
20423,alice springs,darwin,Jan-23,0,0,0.0,1305,0,0,0,2023,1
20424,alice springs,darwin,Feb-23,0,0,0.0,1305,0,0,0,2023,2
20425,alice springs,darwin,Mar-23,0,0,0.0,1305,0,0,0,2023,3
20426,alice springs,darwin,Apr-23,0,0,0.0,1305,0,0,0,2023,4
20427,alice springs,darwin,May-23,0,0,0.0,1305,0,0,0,2023,5
20428,alice springs,darwin,Jun-23,0,0,0.0,1305,0,0,0,2023,6
20429,alice springs,darwin,Jul-23,0,0,0.0,1305,0,0,0,2023,7
20430,alice springs,darwin,Aug-23,0,0,0.0,1305,0,0,0,2023,8
20431,alice springs,darwin,Sep-23,0,0,0.0,1305,0,0,0,2023,9
20432,alice springs,darwin,Oct-23,0,0,0.0,1305,0,0,0,2023,10
20433,alice springs,darwin,Nov-23,0,0,0.0,1305,0,0,0,2023,11
20434,alice springs,darwin,Dec-23,0,0,0.0,1305,0,0,0,2023,12
20435,alice springs,darwin,Jan-24,0,0,0.0,1305,0,0,0,2024,1
20436,alice springs,melbourne,Jul-14,12689,94,86.2,1860,23601540,27377340,14719,2014,7
20437,alice springs,melbourne,Aug-14,0,0,0.0,1860,0,0,0,2014,8
20438,alice springs,melbourne,Sep-14,0,0,0.0,1860,0,0,0,2014,9
20439,alice springs,melbourne,Oct-14,0,0,0.0,1860,0,0,0,2014,10
20440,alice springs,melbourne,Nov-14,0,0,0.0,1860,0,0,0,2014,11
20441,alice springs,melbourne,Dec-14,0,0,0.0,1860,0,0,0,2014,12
20442,alice springs,melbourne,Jan-15,0,0,0.0,1860,0,0,0,2015,1
20443,alice springs,melbourne,Feb-15,0,0,0.0,1860,0,0,0,2015,2
20444,alice springs,melbourne,Mar-15,0,0,0.0,1860,0,0,0,2015,3
20445,alice springs,melbourne,Apr-15,0,0,0.0,1860,0,0,0,2015,4
20446,alice springs,melbourne,May-15,0,0,0.0,1860,0,0,0,2015,5
20447,alice springs,melbourne,Jun-15,0,0,0.0,1860,0,0,0,2015,6
20448,alice springs,melbourne,Jul-15,0,0,0.0,1860,0,0,0,2015,7
20449,alice springs,melbourne,Aug-15,0,0,0.0,1860,0,0,0,2015,8
20450,alice springs,melbourne,Sep-15,0,0,0.0,1860,0,0,0,2015,9
20451,alice springs,melbourne,Oct-15,0,0,0.0,1860,0,0,0,2015,10
20452,alice springs,melbourne,Nov-15,0,0,0.0,1860,0,0,0,2015,11
20453,alice springs,melbourne,Dec-15,0,0,0.0,1860,0,0,0,2015,12
20454,alice springs,melbourne,Jan-16,0,0,0.0,1860,0,0,0,2016,1
20455,alice springs,melbourne,Feb-16,0,0,0.0,1860,0,0,0,2016,2
20456,alice springs,melbourne,Mar-16,0,0,0.0,1860,0,0,0,2016,3
20457,alice springs,melbourne,Apr-16,0,0,0.0,1860,0,0,0,2016,4
20458,alice springs,melbourne,May-16,0,0,0.0,1860,0,0,0,2016,5
20459,alice springs,melbourne,Jun-16,0,0,0.0,1860,0,0,0,2016,6
20460,alice springs,melbourne,Jul-16,0,0,0.0,1860,0,0,0,2016,7
20461,alice springs,melbourne,Aug-16,0,0,0.0,1860,0,0,0,2016,8
20462,alice springs,melbourne,Sep-16,0,0,0.0,1860,0,0,0,2016,9
20463,alice springs,melbourne,Oct-16,0,0,0.0,1860,0,0,0,2016,10
20464,alice springs,melbourne,Nov-16,0,0,0.0,1860,0,0,0,2016,11
20465,alice springs,melbourne,Dec-16,0,0,0.0,1860,0,0,0,2016,12
20466,alice springs,melbourne,Jan-17,0,0,0.0,1860,0,0,0,2017,1
20467,alice springs,melbourne,Feb-17,0,0,0.0,1860,0,0,0,2017,2
20468,alice springs,melbourne,Mar-17,0,0,0.0,1860,0,0,0,2017,3
20469,alice springs,melbourne,Apr-17,0,0,0.0,1860,0,0,0,2017,4
20470,alice springs,melbourne,May-17,0,0,0.0,1860,0,0,0,2017,5
20471,alice springs,melbourne,Jun-17,0,0,0.0,1860,0,0,0,2017,6
20472,alice springs,melbourne,Jul-17,0,0,0.0,1860,0,0,0,2017,7
20473,alice springs,melbourne,Aug-17,0,0,0.0,1860,0,0,0,2017,8
20474,alice springs,melbourne,Sep-17,0,0,0.0,1860,0,0,0,2017,9
20475,alice springs,melbourne,Oct-17,0,0,0.0,1860,0,0,0,2017,10
20476,alice springs,melbourne,Nov-17,0,0,0.0,1860,0,0,0,2017,11
20477,alice springs,melbourne,Dec-17,0,0,0.0,1860,0,0,0,2017,12
20478,alice springs,melbourne,Jan-18,0,0,0.0,1860,0,0,0,2018,1
20479,alice springs,melbourne,Feb-18,0,0,0.0,1860,0,0,0,2018,2
20480,alice springs,melbourne,Mar-18,0,0,0.0,1860,0,0,0,2018,3
20481,alice springs,melbourne,Apr-18,0,0,0.0,1860,0,0,0,2018,4
20482,alice springs,melbourne,May-18,0,0,0.0,1860,0,0,0,2018,5
20483,alice springs,melbourne,Jun-18,0,0,0.0,1860,0,0,0,2018,6
20484,alice springs,melbourne,Jul-18,0,0,0.0,1860,0,0,0,2018,7
20485,alice springs,melbourne,Aug-18,0,0,0.0,1860,0,0,0,2018,8
20486,alice springs,melbourne,Sep-18,0,0,0.0,1860,0,0,0,2018,9
20487,alice springs,melbourne,Oct-18,0,0,0.0,1860,0,0,0,2018,10
20488,alice springs,melbourne,Nov-18,0,0,0.0,1860,0,0,0,2018,11
20489,alice springs,melbourne,Dec-18,0,0,0.0,1860,0,0,0,2018,12
20490,alice springs,melbourne,Jan-19,0,0,0.0,1860,0,0,0,2019,1
20491,alice springs,melbourne,Feb-19,0,0,0.0,1860,0,0,0,2019,2
20492,alice springs,melbourne,Mar-19,0,0,0.0,1860,0,0,0,2019,3
20493,alice springs,melbourne,Apr-19,0,0,0.0,1860,0,0,0,2019,4
20494,alice springs,melbourne,May-19,0,0,0.0,1860,0,0,0,2019,5
20495,alice springs,melbourne,Jun-19,0,0,0.0,1860,0,0,0,2019,6
20496,alice springs,melbourne,Jul-19,0,0,0.0,1860,0,0,0,2019,7
20497,alice springs,melbourne,Aug-19,0,0,0.0,1860,0,0,0,2019,8
20498,alice springs,melbourne,Sep-19,0,0,0.0,1860,0,0,0,2019,9
20499,alice springs,melbourne,Oct-19,0,0,0.0,1860,0,0,0,2019,10
20500,alice springs,melbourne,Nov-19,0,0,0.0,1860,0,0,0,2019,11
20501,alice springs,melbourne,Dec-19,0,0,0.0,1860,0,0,0,2019,12
20502,alice springs,melbourne,Jan-20,0,0,0.0,1860,0,0,0,2020,1
20503,alice springs,melbourne,Feb-20,0,0,0.0,1860,0,0,0,2020,2
20504,alice springs,melbourne,Mar-20,0,0,0.0,1860,0,0,0,2020,3
20505,alice springs,melbourne,Apr-20,0,0,0.0,1860,0,0,0,2020,4
20506,alice springs,melbourne,May-20,0,0,0.0,1860,0,0,0,2020,5
20507,alice springs,melbourne,Jun-20,0,0,0.0,1860,0,0,0,2020,6
20508,alice springs,melbourne,Jul-20,0,0,0.0,1860,0,0,0,2020,7
20509,alice springs,melbourne,Aug-20,0,0,0.0,1860,0,0,0,2020,8
20510,alice springs,melbourne,Sep-20,0,0,0.0,1860,0,0,0,2020,9
20511,alice springs,melbourne,Oct-20,0,0,0.0,1860,0,0,0,2020,10
20512,alice springs,melbourne,Nov-20,0,0,0.0,1860,0,0,0,2020,11
20513,alice springs,melbourne,Dec-20,0,0,0.0,1860,0,0,0,2020,12
20514,alice springs,melbourne,Jan-21,0,0,0.0,1860,0,0,0,2021,1
20515,alice springs,melbourne,Feb-21,0,0,0.0,1860,0,0,0,2021,2
20516,alice springs,melbourne,Mar-21,0,0,0.0,1860,0,0,0,2021,3
20517,alice springs,melbourne,Apr-21,0,0,0.0,1860,0,0,0,2021,4
20518,alice springs,melbourne,May-21,0,0,0.0,1860,0,0,0,2021,5
20519,alice springs,melbourne,Jun-21,0,0,0.0,1860,0,0,0,2021,6
20520,alice springs,melbourne,Jul-21,0,0,0.0,1860,0,0,0,2021,7
20521,alice springs,melbourne,Aug-21,0,0,0.0,1860,0,0,0,2021,8
20522,alice springs,melbourne,Sep-21,0,0,0.0,1860,0,0,0,2021,9
20523,alice springs,melbourne,Oct-21,0,0,0.0,1860,0,0,0,2021,10
20524,alice springs,melbourne,Nov-21,0,0,0.0,1860,0,0,0,2021,11
20525,alice springs,melbourne,Dec-21,0,0,0.0,1860,0,0,0,2021,12
20526,alice springs,melbourne,Jan-22,0,0,0.0,1860,0,0,0,2022,1
20527,alice springs,melbourne,Feb-22,0,0,0.0,1860,0,0,0,2022,2
20528,alice springs,melbourne,Mar-22,0,0,0.0,1860,0,0,0,2022,3
20529,alice springs,melbourne,Apr-22,0,0,0.0,1860,0,0,0,2022,4
20530,alice springs,melbourne,May-22,0,0,0.0,1860,0,0,0,2022,5
20531,alice springs,melbourne,Jun-22,0,0,0.0,1860,0,0,0,2022,6
20532,alice springs,melbourne,Jul-22,0,0,0.0,1860,0,0,0,2022,7
20533,alice springs,melbourne,Aug-22,0,0,0.0,1860,0,0,0,2022,8
20534,alice springs,melbourne,Sep-22,0,0,0.0,1860,0,0,0,2022,9
20535,alice springs,melbourne,Oct-22,0,0,0.0,1860,0,0,0,2022,10
20536,alice springs,melbourne,Nov-22,0,0,0.0,1860,0,0,0,2022,11
20537,alice springs,melbourne,Dec-22,0,0,0.0,1860,0,0,0,2022,12
20538,alice springs,melbourne,Jan-23,0,0,0.0,1860,0,0,0,2023,1
20539,alice springs,melbourne,Feb-23,0,0,0.0,1860,0,0,0,2023,2
20540,alice springs,melbourne,Mar-23,0,0,0.0,1860,0,0,0,2023,3
20541,alice springs,melbourne,Apr-23,0,0,0.0,1860,0,0,0,2023,4
20542,alice springs,melbourne,May-23,0,0,0.0,1860,0,0,0,2023,5
20543,alice springs,melbourne,Jun-23,0,0,0.0,1860,0,0,0,2023,6
20544,alice springs,melbourne,Jul-23,0,0,0.0,1860,0,0,0,2023,7
20545,alice springs,melbourne,Aug-23,0,0,0.0,1860,0,0,0,2023,8
20546,alice springs,melbourne,Sep-23,0,0,0.0,1860,0,0,0,2023,9
20547,alice springs,melbourne,Oct-23,0,0,0.0,1860,0,0,0,2023,10
20548,alice springs,melbourne,Nov-23,0,0,0.0,1860,0,0,0,2023,11
20549,alice springs,melbourne,Dec-23,0,0,0.0,1860,0,0,0,2023,12
20550,alice springs,melbourne,Jan-24,0,0,0.0,1860,0,0,0,2024,1
20551,alice springs,sydney,Jul-14,13251,91,88.8,2022,26793522,30160152,14916,2014,7
20552,alice springs,sydney,Aug-14,0,0,0.0,2022,0,0,0,2014,8
20553,alice springs,sydney,Sep-14,0,0,0.0,2022,0,0,0,2014,9
20554,alice springs,sydney,Oct-14,0,0,0.0,2022,0,0,0,2014,10
20555,alice springs,sydney,Nov-14,0,0,0.0,2022,0,0,0,2014,11
20556,alice springs,sydney,Dec-14,0,0,0.0,2022,0,0,0,2014,12
20557,alice springs,sydney,Jan-15,0,0,0.0,2022,0,0,0,2015,1
20558,alice springs,sydney,Feb-15,0,0,0.0,2022,0,0,0,2015,2
20559,alice springs,sydney,Mar-15,0,0,0.0,2022,0,0,0,2015,3
20560,alice springs,sydney,Apr-15,0,0,0.0,2022,0,0,0,2015,4
20561,alice springs,sydney,May-15,0,0,0.0,2022,0,0,0,2015,5
20562,alice springs,sydney,Jun-15,0,0,0.0,2022,0,0,0,2015,6
20563,alice springs,sydney,Jul-15,0,0,0.0,2022,0,0,0,2015,7
20564,alice springs,sydney,Aug-15,0,0,0.0,2022,0,0,0,2015,8
20565,alice springs,sydney,Sep-15,0,0,0.0,2022,0,0,0,2015,9
20566,alice springs,sydney,Oct-15,0,0,0.0,2022,0,0,0,2015,10
20567,alice springs,sydney,Nov-15,0,0,0.0,2022,0,0,0,2015,11
20568,alice springs,sydney,Dec-15,0,0,0.0,2022,0,0,0,2015,12
20569,alice springs,sydney,Jan-16,0,0,0.0,2022,0,0,0,2016,1
20570,alice springs,sydney,Feb-16,0,0,0.0,2022,0,0,0,2016,2
20571,alice springs,sydney,Mar-16,0,0,0.0,2022,0,0,0,2016,3
20572,alice springs,sydney,Apr-16,0,0,0.0,2022,0,0,0,2016,4
20573,alice springs,sydney,May-16,0,0,0.0,2022,0,0,0,2016,5
20574,alice springs,sydney,Jun-16,0,0,0.0,2022,0,0,0,2016,6
20575,alice springs,sydney,Jul-16,0,0,0.0,2022,0,0,0,2016,7
20576,alice springs,sydney,Aug-16,0,0,0.0,2022,0,0,0,2016,8
20577,alice springs,sydney,Sep-16,0,0,0.0,2022,0,0,0,2016,9
20578,alice springs,sydney,Oct-16,0,0,0.0,2022,0,0,0,2016,10
20579,alice springs,sydney,Nov-16,0,0,0.0,2022,0,0,0,2016,11
20580,alice springs,sydney,Dec-16,0,0,0.0,2022,0,0,0,2016,12
20581,alice springs,sydney,Jan-17,0,0,0.0,2022,0,0,0,2017,1
20582,alice springs,sydney,Feb-17,0,0,0.0,2022,0,0,0,2017,2
20583,alice springs,sydney,Mar-17,0,0,0.0,2022,0,0,0,2017,3
20584,alice springs,sydney,Apr-17,0,0,0.0,2022,0,0,0,2017,4
20585,alice springs,sydney,May-17,0,0,0.0,2022,0,0,0,2017,5
20586,alice springs,sydney,Jun-17,0,0,0.0,2022,0,0,0,2017,6
20587,alice springs,sydney,Jul-17,0,0,0.0,2022,0,0,0,2017,7
20588,alice springs,sydney,Aug-17,0,0,0.0,2022,0,0,0,2017,8
20589,alice springs,sydney,Sep-17,0,0,0.0,2022,0,0,0,2017,9
20590,alice springs,sydney,Oct-17,0,0,0.0,2022,0,0,0,2017,10
20591,alice springs,sydney,Nov-17,0,0,0.0,2022,0,0,0,2017,11
20592,alice springs,sydney,Dec-17,0,0,0.0,2022,0,0,0,2017,12
20593,alice springs,sydney,Jan-18,0,0,0.0,2022,0,0,0,2018,1
20594,alice springs,sydney,Feb-18,0,0,0.0,2022,0,0,0,2018,2
20595,alice springs,sydney,Mar-18,0,0,0.0,2022,0,0,0,2018,3
20596,alice springs,sydney,Apr-18,0,0,0.0,2022,0,0,0,2018,4
20597,alice springs,sydney,May-18,0,0,0.0,2022,0,0,0,2018,5
20598,alice springs,sydney,Jun-18,0,0,0.0,2022,0,0,0,2018,6
20599,alice springs,sydney,Jul-18,0,0,0.0,2022,0,0,0,2018,7
20600,alice springs,sydney,Aug-18,0,0,0.0,2022,0,0,0,2018,8
20601,alice springs,sydney,Sep-18,0,0,0.0,2022,0,0,0,2018,9
20602,alice springs,sydney,Oct-18,0,0,0.0,2022,0,0,0,2018,10
20603,alice springs,sydney,Nov-18,0,0,0.0,2022,0,0,0,2018,11
20604,alice springs,sydney,Dec-18,0,0,0.0,2022,0,0,0,2018,12
20605,alice springs,sydney,Jan-19,0,0,0.0,2022,0,0,0,2019,1
20606,alice springs,sydney,Feb-19,0,0,0.0,2022,0,0,0,2019,2
20607,alice springs,sydney,Mar-19,0,0,0.0,2022,0,0,0,2019,3
20608,alice springs,sydney,Apr-19,0,0,0.0,2022,0,0,0,2019,4
20609,alice springs,sydney,May-19,0,0,0.0,2022,0,0,0,2019,5
20610,alice springs,sydney,Jun-19,0,0,0.0,2022,0,0,0,2019,6
20611,alice springs,sydney,Jul-19,0,0,0.0,2022,0,0,0,2019,7
20612,alice springs,sydney,Aug-19,0,0,0.0,2022,0,0,0,2019,8
20613,alice springs,sydney,Sep-19,0,0,0.0,2022,0,0,0,2019,9
20614,alice springs,sydney,Oct-19,0,0,0.0,2022,0,0,0,2019,10
20615,alice springs,sydney,Nov-19,0,0,0.0,2022,0,0,0,2019,11
20616,alice springs,sydney,Dec-19,0,0,0.0,2022,0,0,0,2019,12
20617,alice springs,sydney,Jan-20,0,0,0.0,2022,0,0,0,2020,1
20618,alice springs,sydney,Feb-20,0,0,0.0,2022,0,0,0,2020,2
20619,alice springs,sydney,Mar-20,0,0,0.0,2022,0,0,0,2020,3
20620,alice springs,sydney,Apr-20,0,0,0.0,2022,0,0,0,2020,4
20621,alice springs,sydney,May-20,0,0,0.0,2022,0,0,0,2020,5
20622,alice springs,sydney,Jun-20,0,0,0.0,2022,0,0,0,2020,6
20623,alice springs,sydney,Jul-20,0,0,0.0,2022,0,0,0,2020,7
20624,alice springs,sydney,Aug-20,0,0,0.0,2022,0,0,0,2020,8
20625,alice springs,sydney,Sep-20,0,0,0.0,2022,0,0,0,2020,9
20626,alice springs,sydney,Oct-20,0,0,0.0,2022,0,0,0,2020,10
20627,alice springs,sydney,Nov-20,0,0,0.0,2022,0,0,0,2020,11
20628,alice springs,sydney,Dec-20,0,0,0.0,2022,0,0,0,2020,12
20629,alice springs,sydney,Jan-21,0,0,0.0,2022,0,0,0,2021,1
20630,alice springs,sydney,Feb-21,0,0,0.0,2022,0,0,0,2021,2
20631,alice springs,sydney,Mar-21,0,0,0.0,2022,0,0,0,2021,3
20632,alice springs,sydney,Apr-21,0,0,0.0,2022,0,0,0,2021,4
20633,alice springs,sydney,May-21,0,0,0.0,2022,0,0,0,2021,5
20634,alice springs,sydney,Jun-21,0,0,0.0,2022,0,0,0,2021,6
20635,alice springs,sydney,Jul-21,0,0,0.0,2022,0,0,0,2021,7
20636,alice springs,sydney,Aug-21,0,0,0.0,2022,0,0,0,2021,8
20637,alice springs,sydney,Sep-21,0,0,0.0,2022,0,0,0,2021,9
20638,alice springs,sydney,Oct-21,0,0,0.0,2022,0,0,0,2021,10
20639,alice springs,sydney,Nov-21,0,0,0.0,2022,0,0,0,2021,11
20640,alice springs,sydney,Dec-21,0,0,0.0,2022,0,0,0,2021,12
20641,alice springs,sydney,Jan-22,0,0,0.0,2022,0,0,0,2022,1
20642,alice springs,sydney,Feb-22,0,0,0.0,2022,0,0,0,2022,2
20643,alice springs,sydney,Mar-22,0,0,0.0,2022,0,0,0,2022,3
20644,alice springs,sydney,Apr-22,0,0,0.0,2022,0,0,0,2022,4
20645,alice springs,sydney,May-22,0,0,0.0,2022,0,0,0,2022,5
20646,alice springs,sydney,Jun-22,0,0,0.0,2022,0,0,0,2022,6
20647,alice springs,sydney,Jul-22,0,0,0.0,2022,0,0,0,2022,7
20648,alice springs,sydney,Aug-22,0,0,0.0,2022,0,0,0,2022,8
20649,alice springs,sydney,Sep-22,0,0,0.0,2022,0,0,0,2022,9
20650,alice springs,sydney,Oct-22,0,0,0.0,2022,0,0,0,2022,10
20651,alice springs,sydney,Nov-22,0,0,0.0,2022,0,0,0,2022,11
20652,alice springs,sydney,Dec-22,0,0,0.0,2022,0,0,0,2022,12
20653,alice springs,sydney,Jan-23,0,0,0.0,2022,0,0,0,2023,1
20654,alice springs,sydney,Feb-23,0,0,0.0,2022,0,0,0,2023,2
20655,alice springs,sydney,Mar-23,0,0,0.0,2022,0,0,0,2023,3
20656,alice springs,sydney,Apr-23,0,0,0.0,2022,0,0,0,2023,4
20657,alice springs,sydney,May-23,0,0,0.0,2022,0,0,0,2023,5
20658,alice springs,sydney,Jun-23,0,0,0.0,2022,0,0,0,2023,6
20659,alice springs,sydney,Jul-23,0,0,0.0,2022,0,0,0,2023,7
20660,alice springs,sydney,Aug-23,0,0,0.0,2022,0,0,0,2023,8
20661,alice springs,sydney,Sep-23,0,0,0.0,2022,0,0,0,2023,9
20662,alice springs,sydney,Oct-23,0,0,0.0,2022,0,0,0,2023,10
20663,alice springs,sydney,Nov-23,0,0,0.0,2022,0,0,0,2023,11
20664,alice springs,sydney,Dec-23,0,0,0.0,2022,0,0,0,2023,12
20665,alice springs,sydney,Jan-24,0,0,0.0,2022,0,0,0,2024,1
20666,ayers rock,sydney,Jul-14,14580,124,79.8,2181,31798980,39864318,18278,2014,7
20667,ayers rock,sydney,Aug-14,14324,121,74.9,2181,31240644,41722530,19130,2014,8
20668,ayers rock,sydney,Sep-14,13970,120,74.1,2181,30468570,41124936,18856,2014,9
20669,ayers rock,sydney,Oct-14,14516,123,75.7,2181,31659396,41838123,19183,2014,10
20670,ayers rock,sydney,Nov-14,12574,120,72.8,2181,27423894,37687680,17280,2014,11
20671,ayers rock,sydney,Dec-14,11464,113,66.7,2181,25002984,37513200,17200,2014,12
20672,ayers rock,sydney,Jan-15,11351,112,69.7,2181,24756531,35502318,16278,2015,1
20673,ayers rock,sydney,Feb-15,9951,98,73.7,2181,21703131,29465310,13510,2015,2
20674,ayers rock,sydney,Mar-15,13657,117,82.0,2181,29785917,36315831,16651,2015,3
20675,ayers rock,sydney,Apr-15,13289,119,78.5,2181,28983309,36941778,16938,2015,4
20676,ayers rock,sydney,May-15,12428,124,71.5,2181,27105468,37931952,17392,2015,5
20677,ayers rock,sydney,Jun-15,13227,120,75.8,2181,28848087,38036640,17440,2015,6
20678,ayers rock,sydney,Jul-15,15340,123,83.3,2181,33456540,40158753,18413,2015,7
20679,ayers rock,sydney,Aug-15,16288,124,79.9,2181,35524128,44461866,20386,2015,8
20680,ayers rock,sydney,Sep-15,15392,120,79.3,2181,33569952,42346296,19416,2015,9
20681,ayers rock,sydney,Oct-15,15063,120,77.9,2181,32852403,42154368,19328,2015,10
20682,ayers rock,sydney,Nov-15,12408,103,75.0,2181,27061848,36099912,16552,2015,11
20683,ayers rock,sydney,Dec-15,11055,105,71.5,2181,24110955,33731346,15466,2015,12
20684,ayers rock,sydney,Jan-16,11824,107,72.3,2181,25788144,35646264,16344,2016,1
20685,ayers rock,sydney,Feb-16,11930,108,77.2,2181,26019330,33683364,15444,2016,2
20686,ayers rock,sydney,Mar-16,13789,114,85.1,2181,30073809,35345286,16206,2016,3
20687,ayers rock,sydney,Apr-16,15940,120,80.8,2181,34765140,43009320,19720,2016,4
20688,ayers rock,sydney,May-16,15593,122,75.5,2181,34008333,45015840,20640,2016,5
20689,ayers rock,sydney,Jun-16,16350,120,78.7,2181,35659350,45329904,20784,2016,6
20690,ayers rock,sydney,Jul-16,17473,123,81.6,2181,38108613,46686486,21406,2016,7
20691,ayers rock,sydney,Aug-16,17785,124,81.0,2181,38789085,47868588,21948,2016,8
20692,ayers rock,sydney,Sep-16,17332,120,81.9,2181,37801092,46128150,21150,2016,9
20693,ayers rock,sydney,Oct-16,17547,121,84.0,2181,38270007,45576357,20897,2016,10
20694,ayers rock,sydney,Nov-16,15784,110,81.4,2181,34424904,42267780,19380,2016,11
